,companyId,companyName,companyTel,districtCd,downFirstTime,downLastTime,endStationId,endStationName,peekAlloc,regionName,routeId,routeName,routeTypeCd,routeTypeName,startMobileNo,startStationId,startStationName,upFirstTime,upLastTime,nPeekAlloc,endMobileNo
0,4106100,제부여객,031-295-7105,2,06:10,22:50,121001315,사당역(중),30,"서울,의왕,화성",233000140,1002,11,직행좌석형시내버스,37932,233001912,전곡항,04:30,21:10,60,
1,4100800,경진여객,031-295-7105,2,06:30,23:40,121000921,강남역나라빌딩앞,50,"서울,의왕,화성",233000326,1006,11,직행좌석형시내버스,36204,233000576,수원대학교,05:30,22:30,70,91200
2,4100300,대원고속,02-455-2114,2,06:10,23:35,123000611,잠실광역환승센터,15,"서울,성남,수원,화성",234000015,1007,11,직행좌석형시내버스,36204,233000576,수원대학교,04:40,22:00,25,
3,4106100,제부여객,031-295-7105,2,06:00,00:00,121001315,사당역(중),30,"서울,의왕,화성",233000125,1008,11,직행좌석형시내버스,55109,233002226,현대기아연구소,05:40,22:40,40,
4,4100300,대원고속,02-455-2114,2,06:15,23:35,123000611,잠실광역환승센터,20,"서울,성남,수원,의왕,화성",234000310,1009,11,직행좌석형시내버스,36216,233001214,수원대학교,04:30,21:45,30,
5,4100300,대원고속,02-455-2114,2,06:20,23:40,121000003,양재역.서초문화예술회관(중),40,"서울,화성",234001138,1551,11,직행좌석형시내버스,36216,233001214,수원대학교,05:10,22:30,50,
6,4100300,대원고속,02-455-2114,2,06:40,00:00,121000009,신분당선강남역(중),40,"서울,화성",234001290,1551B,11,직행좌석형시내버스,36216,233001214,수원대학교,05:30,22:50,50,
7,4100700,경원여객,031-492-2260,2,06:40,00:45,121000974,강남역우리은행,15,"서울,수원,안산,의왕,화성",216000061,3102,11,직행좌석형시내버스,55541,233003145,새솔고,05:10,23:30,30,90259
8,4108600,화성여객,02-455-3114,2,06:10,23:40,101000006,서울역버스환승센터(6번승강장)(중),25,"서울,화성",233000270,4108,11,직행좌석형시내버스,36678,233001448,나루마을.월드반도,05:20,22:40,50,
9,4108600,화성여객,02-455-3114,2,06:20,23:50,121000009,신분당선강남역(중),15,"서울,화성",233000265,4403,11,직행좌석형시내버스,36678,233001448,나루마을.월드반도,05:30,22:50,20,
10,4108600,화성여객,02-455-3114,2,06:00,23:55,121000009,신분당선강남역(중),10,"서울,화성",233000131,6001,11,직행좌석형시내버스,55518,233003122,동탄2차고지,05:10,23:00,30,
11,4108600,화성여객,02-455-3114,2,06:00,23:55,121000009,신분당선강남역(중),10,"서울,용인,화성",233000136,6002,11,직행좌석형시내버스,55518,233003122,동탄2차고지,05:00,23:00,25,
12,4108600,화성여객,02-455-3114,2,07:50,08:10,121000009,신분당선강남역(중),20,"서울,용인,화성",233000142,6002-1,11,직행좌석형시내버스,55310,233002438,한화꿈에그린,06:50,07:10,0,
13,4108600,화성여객,02-455-3114,2,,,233002437,한화꿈에그린,0,"서울,용인,화성",233000353,6002-1B,11,직행좌석형시내버스,90062,121000086,KCC사옥,18:10,18:40,0,55309
14,4108600,화성여객,02-455-3114,2,06:00,23:55,206000532,판교역.낙생육교.현대백화점,20,"성남,화성",233000266,6003,11,직행좌석형시내버스,55518,233003122,동탄2차고지,05:00,23:00,40,7489
15,4108600,화성여객,02-455-3114,2,05:55,23:55,121000009,신분당선강남역(중),20,"서울,화성",234000314,6004,11,직행좌석형시내버스,36676,233001447,동탄국제고등학교,05:10,22:50,30,
16,4108600,화성여객,02-455-3114,2,06:10,00:10,121000063,서초아트자이아파트,20,"서울,화성",233000321,6008,11,직행좌석형시내버스,55518,233003122,동탄2차고지,05:00,23:00,30,90150
17,4100800,경진여객,031-295-7105,2,06:50,23:00,209000152,인덕원역4호선,40,"수원,안양,용인,의왕,화성",233000325,7200,11,직행좌석형시내버스,55518,233003122,동탄2차고지,05:20,21:20,40,10181
18,4100800,경진여객,031-295-7105,2,06:00,00:30,121001315,사당역(중),23,"과천,서울,수원,의왕,화성",200000149,7790,11,직행좌석형시내버스,55618,233003173,협성대정문,05:00,23:30,30,
19,4100800,경진여객,031-295-7105,2,07:00,00:00,225000007,금정역,46,"군포,수원,의왕,화성",233000311,8000,11,직행좌석형시내버스,55618,233003173,협성대정문,05:30,22:50,50,26167
20,4100800,경진여객,031-295-7105,2,06:20,23:30,121001315,사당역(중),20,"서울,의왕,화성",233000139,8155,11,직행좌석형시내버스,36104,233001064,경진여객차고지,05:00,22:00,20,
21,4100800,경진여객,031-295-7105,2,06:30,00:00,121001315,사당역(중),34,"서울,의왕,화성",233000258,8156,11,직행좌석형시내버스,55481,233002472,향남주공18단지,05:15,22:50,35,
22,4108600,화성여객,02-455-3114,2,06:20,00:50,121000009,신분당선강남역(중),30,"서울,화성",233000135,8501,11,직행좌석형시내버스,36216,233001214,수원대학교,05:10,23:40,40,
23,4108600,화성여객,02-455-3114,2,06:10,00:10,121000009,신분당선강남역(중),30,"서울,화성",233000333,8502,11,직행좌석형시내버스,36216,233001214,수원대학교,05:00,23:00,40,
24,4106100,제부여객,031-295-7105,2,06:50,23:50,121000971,양재역커피빈앞,20,"서울,의왕,화성",233000328,G1003,11,직행좌석형시내버스,55109,233002226,현대기아연구소,05:30,22:30,40,90256
25,4108600,화성여객,02-455-3114,2,06:10,00:00,123000611,잠실광역환승센터,20,"서울,성남,화성",233000322,G6009,11,직행좌석형시내버스,55528,233003132,호수자이파밀리에.아이원,05:10,22:50,30,
26,4108600,화성여객,02-455-3114,2,06:00,23:45,228002101,상갈역,30,"오산,용인,화성",233000327,G6010,11,직행좌석형시내버스,24467,223000540,오산역환승센터2층(2승강장),05:00,22:45,40,47986
27,4106100,제부여객,031-295-7105,2,06:50,23:50,121000085,지하철3호선교대역,30,"서울,의왕,화성",233000329,G8157,11,직행좌석형시내버스,55481,233002472,향남주공18단지,05:30,22:30,40,90238
28,4111200,한국스마트버스협동조합,031-698-4110,2,00:00,,123000611,잠실광역환승센터,20,"서울,성남,화성",233000336,P9301(출근),11,직행좌석형시내버스,36678,233001448,나루마을.월드반도,07:20,07:40,0,
29,4111200,한국스마트버스협동조합,031-698-4110,2,,,233001713,나루마을.한화꿈에그린2차,49,"서울,성남,화성",233000337,P9301(퇴근),11,직행좌석형시내버스,,123000611,잠실광역환승센터,17:36,18:25,0,37745
30,4111200,한국스마트버스협동조합,031-698-4110,2,,,123000611,잠실광역환승센터,20,"서울,성남,용인,화성",233000338,P9302(출근),11,직행좌석형시내버스,55528,233003132,호수자이파밀리에.아이원,07:00,07:20,0,
31,4111200,한국스마트버스협동조합,031-698-4110,2,,,233003126,아이원.호수자이파밀리에,20,"서울,성남,용인,화성",233000339,P9302(퇴근),11,직행좌석형시내버스,,123000611,잠실광역환승센터,17:25,17:45,0,55522
32,4106100,제부여객,031-295-7105,2,05:30,23:00,201000590,수원역환승센터(4승강장),15,"수원,화성",233000004,1004,12,좌석형시내버스,37929,233001903,장외리.오리골,04:40,21:40,40,2983
33,4106100,제부여객,031-295-7105,2,06:15,20:40,201000590,수원역환승센터(4승강장),140,"수원,안산,화성",233000067,1004-1,12,좌석형시내버스,37932,233001912,전곡항,05:00,19:10,180,2983
34,4106100,제부여객,031-295-7105,2,05:30,22:20,225000011,금정역,40,"군포,화성",233000117,340-1,12,좌석형시내버스,55481,233002472,향남주공18단지,06:10,23:00,60,26112
35,4106100,제부여객,031-295-7105,2,05:50,23:00,225000011,금정역,40,"군포,화성",233000320,340-2,12,좌석형시내버스,55481,233002472,향남주공18단지,05:50,22:30,60,26112
36,4106100,제부여객,031-295-7105,2,07:20,21:50,233001423,장안제일교회,30,화성,233000048,1,13,일반형시내버스,36104,233001064,경진여객차고지,07:00,21:30,150,36983
37,4106100,제부여객,031-295-7105,2,06:35,21:00,233001425,장안4리(고잔)종점,0,화성,233000051,1-1,13,일반형시내버스,36104,233001064,경진여객차고지,06:20,20:50,0,37535
38,4106100,제부여객,031-295-7105,2,07:40,20:20,233001541,구문천3리,0,화성,233000064,10,13,일반형시내버스,36925,233001394,발안만세시장,07:20,20:00,0,37457
39,4106100,제부여객,031-295-7105,2,05:00,19:00,233003085,동탄역(동측),30,"수원,화성",233000077,1000,13,일반형시내버스,37929,233001903,장외리.오리골,08:00,22:00,60,55399
40,4106100,제부여객,031-295-7105,2,07:10,22:20,233002213,현대기아연구소,30,화성,233000134,1001,13,일반형시내버스,55528,233003132,호수자이파밀리에.아이원,04:50,20:00,60,55108
41,4101200,남양여객,031-296-8011,2,06:20,23:00,217000289,원시역2번출구,9,"수원,안산,용인",200000060,11,13,일반형시내버스,4346,203000360,수원시동부차고지,04:00,20:40,15,18105
42,4106100,제부여객,031-295-7105,2,08:50,21:40,233000412,경진여객차고지,0,화성,233000041,11,13,일반형시내버스,36925,233001394,발안만세시장,08:10,21:00,0,36863
43,4106100,제부여객,031-295-7105,2,13:10,19:40,233000412,경진여객차고지,0,화성,233000060,11-2,13,일반형시내버스,36925,233001394,발안만세시장,12:30,19:00,0,36863
44,4106100,제부여객,031-295-7105,2,08:40,08:40,233000412,경진여객차고지,0,화성,233000062,11-4,13,일반형시내버스,36925,233001394,발안만세시장,08:00,08:00,0,36863
45,4106100,제부여객,031-295-7105,2,10:50,19:30,233001626,석포6리(마파지),0,화성,233000059,11-5,13,일반형시내버스,36925,233001394,발안만세시장,10:30,19:00,0,37419
46,4108600,화성여객,02-455-3114,2,06:15,23:40,223000525,갈곶동.KCC스위첸아파트,60,"수원,오산,용인,화성",234001570,116-2,13,일반형시내버스,,277101892,영통차고지(경유),05:00,22:20,90,24106
47,4108600,화성여객,02-455-3114,2,06:20,23:20,206000087,미금역.청솔마을.2001아울렛,20,"성남,용인,화성",233000133,116-3,13,일반형시내버스,55518,233003122,동탄2차고지,05:00,22:00,40,7333
48,4108600,화성여객,02-455-3114,2,06:25,23:50,223000525,갈곶동.KCC스위첸아파트,40,"수원,오산,용인,화성",233000276,116-5,13,일반형시내버스,,277101892,영통차고지(경유),05:10,22:30,60,24106
49,4100700,경원여객,031-492-2260,2,06:00,22:20,217000292,원시역1번출구,50,"안산,화성",216000069,13,13,일반형시내버스,55541,233003145,새솔고,06:20,22:40,110,18107
50,4106100,제부여객,031-295-7105,2,07:20,20:10,233001138,덕다3리.문화촌,0,화성,233000024,14,13,일반형시내버스,36104,233001064,경진여객차고지,07:10,19:50,0,36776
51,4106100,제부여객,031-295-7105,2,06:55,18:55,233001810,장안6리노인회관,0,화성,233000022,15,13,일반형시내버스,36104,233001064,경진여객차고지,06:40,18:30,0,37822
52,4106100,제부여객,031-295-7105,2,06:20,23:00,233003126,아이원.호수자이파밀리에,40,"수원,화성",200000152,15-1,13,일반형시내버스,2943,201000448,능실마을21단지.수원여대입구,04:40,22:00,70,55522
53,4106100,제부여객,031-295-7105,2,07:40,20:40,233001360,화산2리마을회관,90,화성,233000034,16,13,일반형시내버스,36104,233001064,경진여객차고지,07:20,20:20,290,37391
54,4106100,제부여객,031-295-7105,2,08:30,19:50,233001803,화수3리노인회관,0,화성,233000044,17,13,일반형시내버스,36104,233001064,경진여객차고지,08:10,19:30,0,37829
55,4106100,제부여객,031-295-7105,2,09:10,21:30,233001799,궁평항,80,화성,233000036,18,13,일반형시내버스,36104,233001064,경진여객차고지,08:40,21:00,130,37837
56,4106100,제부여객,031-295-7105,2,11:35,20:10,233000466,노진리종점,0,화성,233000026,19,13,일반형시내버스,36104,233001064,경진여객차고지,11:20,20:50,0,36881
57,4106100,제부여객,031-295-7105,2,06:50,21:50,233000481,고온리종점,50,화성,233000013,2,13,일반형시내버스,36104,233001064,경진여객차고지,06:30,21:30,200,36920
58,4106100,제부여객,031-295-7105,2,11:50,17:10,233000481,고온리종점,40,화성,233000052,2-1,13,일반형시내버스,36104,233001064,경진여객차고지,11:30,16:50,160,36920
59,4106100,제부여객,031-295-7105,2,06:50,21:20,233001359,석천4리종점,10,화성,233000035,2-2,13,일반형시내버스,36104,233001064,경진여객차고지,06:30,21:00,200,36955
60,4106100,제부여객,031-295-7105,2,13:10,19:00,233000481,고온리종점,0,화성,233000030,2-3,13,일반형시내버스,36104,233001064,경진여객차고지,12:50,18:40,230,36920
61,4106100,제부여객,031-295-7105,2,06:50,10:00,233001252,화산1리종점,0,화성,233000029,2-4,13,일반형시내버스,36104,233001064,경진여객차고지,06:30,09:50,200,36941
62,4106100,제부여객,031-295-7105,2,08:05,17:00,233001052,이화리종점,115,화성,233000079,20,13,일반형시내버스,36104,233001064,경진여객차고지,07:45,16:40,240,37499
63,4108600,화성여객,02-455-3114,2,07:20,21:10,233003174,반도10차,40,화성,233000268,200,13,일반형시내버스,55171,233002341,경기고속차고지,05:50,19:40,90,55701
64,4108600,화성여객,02-455-3114,2,07:10,22:20,203000074,영통역8번출구,60,"수원,화성",233000254,203,13,일반형시내버스,55518,233003122,동탄2차고지,06:10,21:20,90,4141
65,4108600,화성여객,02-455-3114,2,06:00,21:30,233001614,한신더휴,40,화성,233000281,205,13,일반형시내버스,55171,233002341,경기고속차고지,07:30,20:00,90,55489
66,4106100,제부여객,031-295-7105,2,07:30,21:10,233001031,구장삼거리,0,화성,233000080,21,13,일반형시내버스,36104,233001064,경진여객차고지,06:50,20:30,0,37228
67,4106100,제부여객,031-295-7105,2,06:50,20:20,233001794,발안식염온천,0,화성,233000085,23,13,일반형시내버스,36104,233001064,경진여객차고지,06:30,20:00,0,37840
68,4106100,제부여객,031-295-7105,2,08:50,18:00,233000412,경진여객차고지,0,화성,233000081,24,13,일반형시내버스,36104,233001064,경진여객차고지,08:40,17:50,0,36863
69,4106100,제부여객,031-295-7105,2,08:30,17:40,233001434,조암시장,0,화성,233000094,25,13,일반형시내버스,36104,233001064,경진여객차고지,08:10,17:20,0,55077
70,4106100,제부여객,031-295-7105,2,10:40,19:20,233001541,구문천3리,0,화성,233000095,26,13,일반형시내버스,36104,233001064,경진여객차고지,09:30,18:10,0,37457
71,4106100,제부여객,031-295-7105,2,09:10,18:00,233001383,두레자연중고등학교,230,화성,233000096,27,13,일반형시내버스,36104,233001064,경진여객차고지,08:50,17:40,300,36951
72,4106100,제부여객,031-295-7105,2,07:20,21:50,233000932,장안면행정복지센터,70,화성,233000267,28,13,일반형시내버스,37524,233001362,산호아파트,06:50,21:30,110,37126
73,4106100,제부여객,031-295-7105,2,07:00,21:10,233000419,뒷말,100,화성,233000028,3,13,일반형시내버스,36104,233001064,경진여객차고지,06:50,21:00,270,37448
74,4106100,제부여객,031-295-7105,2,09:30,19:20,233001163,운평1리평밭,0,화성,233000027,3-1,13,일반형시내버스,36104,233001064,경진여객차고지,09:20,16:10,410,37485
75,4100700,경원여객,031-492-2260,2,06:10,20:40,233001043,대광아파트,30,"안산,화성",216000064,310,13,일반형시내버스,17287,216000266,안산대학교,05:25,20:00,60,36039
76,4106100,제부여객,031-295-7105,2,07:10,22:00,233000812,구문천리,30,화성,233000010,33-1,13,일반형시내버스,36104,233001064,경진여객차고지,06:00,21:00,60,36758
77,4106100,제부여객,031-295-7105,2,18:40,18:40,233000812,구문천리,0,화성,233000126,33-2,13,일반형시내버스,36104,233001064,경진여객차고지,18:10,18:10,0,36758
78,4106100,제부여객,031-295-7105,2,05:50,23:30,225000011,금정역,20,"군포,안산,화성",233000005,330,13,일반형시내버스,37929,233001903,장외리.오리골,04:00,21:30,30,26112
79,4106100,제부여객,031-295-7105,2,06:00,20:30,216000321,삼천리마을앞,180,"안산,화성",233000075,340,13,일반형시내버스,37286,233002101,화성문화원.향남환승터미널,07:10,19:10,180,17346
80,4106100,제부여객,031-295-7105,2,06:10,21:40,233002102,향남환승터미널,60,"수원,화성",233000274,39,13,일반형시내버스,,277103108,서둔동차고지(경유),05:30,21:00,100,37287
81,4106100,제부여객,031-295-7105,2,06:35,21:40,233001052,이화리종점,35,화성,233000015,4,13,일반형시내버스,36104,233001064,경진여객차고지,06:15,21:20,130,37499
82,4106100,제부여객,031-295-7105,2,07:55,17:55,214000869,안중구터미널,0,"평택,화성",233000038,4-1,13,일반형시내버스,36104,233001064,경진여객차고지,07:05,16:50,585,15169
83,4101200,남양여객,031-296-8011,2,06:30,23:50,233000330,궁평항,30,"수원,화성",200000008,400,13,일반형시내버스,4030,203000033,경기대후문,04:30,23:00,60,37022
84,4101200,남양여객,031-296-8011,2,06:00,23:30,233000268,사강시장,25,"수원,화성",233000377,400A,13,일반형시내버스,4030,203000033,경기대후문,04:30,22:00,30,37084
85,4101200,남양여객,031-296-8011,2,06:20,23:20,233003126,아이원.호수자이파밀리에,40,"수원,화성",200000237,5-2,13,일반형시내버스,2984,201000591,수원역환승센터(5승강장),05:00,22:00,60,55522
86,4106100,제부여객,031-295-7105,2,07:30,21:50,233000413,선창포구종점,60,화성,233000019,5-2,13,일반형시내버스,36104,233001064,경진여객차고지,07:10,21:30,70,36862
87,4101200,남양여객,031-296-8011,2,06:40,23:20,233003126,아이원.호수자이파밀리에,50,"수원,용인,화성",200000282,5-3,13,일반형시내버스,4360,203000374,동부차고지,05:00,21:50,70,55522
88,4106100,제부여객,031-295-7105,2,06:50,21:05,233000408,호곡3리마을회관,0,화성,233000021,5-4,13,일반형시내버스,36104,233001064,경진여객차고지,06:30,20:45,0,36866
89,4101200,남양여객,031-296-8011,2,06:10,21:50,233000215,남전2리종점,140,"수원,화성",200000016,50-2,13,일반형시내버스,2984,201000591,수원역환승센터(5승강장),05:20,20:50,170,37128
90,4101200,남양여객,031-296-8011,2,07:00,19:20,233001265,덕고개34,290,"수원,화성",200000014,50-3,13,일반형시내버스,2984,201000591,수원역환승센터(5승강장),06:30,18:40,450,37600
91,4101200,남양여객,031-296-8011,2,10:10,21:10,233001270,쌍학리,330,"수원,화성",200000018,50-4,13,일반형시내버스,2984,201000591,수원역환승센터(5승강장),09:30,20:30,330,37246
92,4101200,남양여객,031-296-8011,2,07:20,21:45,233002230,창곡1리,150,"수원,화성",200000020,50-5,13,일반형시내버스,2984,201000591,수원역환승센터(5승강장),06:20,20:30,190,55120
93,4101200,남양여객,031-296-8011,2,08:20,17:30,233000535,원리,330,"수원,화성",200000022,50-6,13,일반형시내버스,2984,201000591,수원역환승센터(5승강장),07:40,16:50,330,37211
94,4106100,제부여객,031-295-7105,2,08:00,20:50,233000387,발안만세시장,0,화성,233000040,6,13,일반형시내버스,36104,233001064,경진여객차고지,07:30,20:05,0,36876
95,4106100,제부여객,031-295-7105,2,18:50,18:50,233000387,발안만세시장,0,화성,233000043,6-2,13,일반형시내버스,36104,233001064,경진여객차고지,18:00,18:00,0,36876
96,4106100,제부여객,031-295-7105,2,12:50,18:30,233000387,발안만세시장,0,화성,233000045,6-3,13,일반형시내버스,36104,233001064,경진여객차고지,12:20,18:00,0,36876
97,4106100,제부여객,031-295-7105,2,07:20,07:20,233001394,발안만세시장,0,화성,233000058,7,13,일반형시내버스,36104,233001064,경진여객차고지,06:20,06:20,0,36925
98,4106100,제부여객,031-295-7105,2,09:20,09:20,233000387,발안만세시장,0,화성,233000056,7-1,13,일반형시내버스,36104,233001064,경진여객차고지,09:00,09:00,0,36876
99,4107500,화성운수,031-376-2651,2,05:25,23:10,233000702,병점역사거리,25,화성,223000032,701A,13,일반형시내버스,55528,233003132,호수자이파밀리에.아이원,04:20,22:00,70,36345
100,4107500,화성운수,031-376-2651,2,05:47,23:55,233000702,병점역사거리,10,화성,223000056,708,13,일반형시내버스,55528,233003132,호수자이파밀리에.아이원,05:00,23:05,25,36345
101,4107500,화성운수,031-376-2651,2,06:15,23:00,233000702,병점역사거리,100,화성,233000252,710,13,일반형시내버스,36505,233000160,만의사.마을회관,05:40,22:10,150,36345
102,4107500,화성운수,031-376-2651,2,06:10,23:15,233000702,병점역사거리,20,화성,233000128,712,13,일반형시내버스,36505,233000160,만의사.마을회관,05:30,22:30,70,36345
103,4108600,화성여객,02-455-3114,2,04:50,20:35,233000222,새봄초등학교,30,"수원,용인,화성",234000068,720-3,13,일반형시내버스,47952,228003364,단국대차고지,06:10,23:00,50,36233
104,4108600,화성여객,02-455-3114,2,07:10,22:20,233003174,반도10차,50,"수원,화성",234001568,721,13,일반형시내버스,,277101892,영통차고지(경유),06:00,21:20,60,55701
105,4107500,화성운수,031-376-2651,2,06:10,23:35,233000702,병점역사거리,10,화성,223000058,73,13,일반형시내버스,55560,233003163,호수자이파밀리에,05:00,22:35,35,36345
106,4106100,제부여객,031-295-7105,2,19:15,19:15,233001397,원안1리종점,0,화성,233000046,8,13,일반형시내버스,36104,233001064,경진여객차고지,19:00,19:00,0,36967
107,4106100,제부여객,031-295-7105,2,06:45,06:45,233001397,원안1리종점,0,화성,233000057,8-1,13,일반형시내버스,36104,233001064,경진여객차고지,06:30,06:30,0,36967
108,4106100,제부여객,031-295-7105,2,10:30,10:30,233001397,원안1리종점,0,화성,233000049,8-2,13,일반형시내버스,36104,233001064,경진여객차고지,10:10,10:10,0,36967
109,4106100,제부여객,031-295-7105,2,07:30,07:30,233000446,석포초등학교,0,화성,233000047,8-3,13,일반형시내버스,36104,233001064,경진여객차고지,07:10,07:10,0,37442
110,4106100,제부여객,031-295-7105,2,06:50,21:10,233000466,노진리종점,0,화성,233000025,9,13,일반형시내버스,36104,233001064,경진여객차고지,06:30,20:30,0,36881
111,4101200,남양여객,031-296-8011,2,06:10,23:00,233001999,현대기아연구소,30,"수원,용인,화성",200000013,999,13,일반형시내버스,4171,203000062,연화장,04:50,20:50,90,37973
112,4108600,화성여객,02-455-3114,2,06:45,21:45,233003085,동탄역(동측),40,화성,233000341,H10,13,일반형시내버스,37891,233001848,동양파라곤,06:00,21:00,60,55399
113,4111100,화성도시공사,031-8059-5417,2,06:25,23:45,233000686,대우푸르지오,80,화성,233000330,H101,13,일반형시내버스,55302,233002426,치동천힐링마을,05:30,22:55,130,36754
114,4111100,화성도시공사,031-8059-5417,2,06:55,23:35,233002669,반월동행정복지센터,50,화성,233000340,H102,13,일반형시내버스,37123,233002292,동탄2차고지,05:30,22:10,100,55629
115,4111100,화성도시공사,031-8059-5417,2,06:20,23:00,201000588,수원역환승센터(2승강장),0,"수원,화성",233000331,H103,13,일반형시내버스,,277103890,향남시외버스터미널(경유),05:20,22:00,95,2981
116,4111100,화성도시공사,031-8059-5417,2,07:10,23:25,214001845,송탄역,45,"평택,화성",233000342,H104,13,일반형시내버스,55083,233002109,화성종합운동장,05:50,22:10,55,48828
117,4111100,화성도시공사,031-8059-5417,2,07:50,22:20,233000702,병점역사거리,50,화성,233000343,H105,13,일반형시내버스,36920,233000481,고온리종점,06:00,20:30,110,36345
118,4111100,화성도시공사,031-8059-5417,2,07:10,22:30,233002625,조암농협,70,화성,233000344,H106,13,일반형시내버스,55681,233002708,화성의과학대학교,06:00,21:30,120,55396
119,4111100,화성도시공사,031-8059-5417,2,18:30,19:30,233002275,현대자동차출고센터,15,"수원,화성",233000347,H120A,13,일반형시내버스,2983,201000590,수원역환승센터(4승강장),06:00,06:30,30,55616
120,4111100,화성도시공사,031-8059-5417,2,09:30,16:40,233002408,향남부영10.11단지,40,화성,233000348,H120B,13,일반형시내버스,55681,233002708,화성의과학대학교,08:30,15:40,60,55284
121,4111100,화성도시공사,031-8059-5417,2,06:30,23:10,233000031,부처내,0,화성,233000345,H121,13,일반형시내버스,55083,233002109,화성종합운동장,05:40,22:20,140,36278
122,4111100,화성도시공사,031-8059-5417,2,07:40,22:20,233000031,부처내,0,화성,233000346,H122,13,일반형시내버스,55083,233002109,화성종합운동장,06:40,21:30,140,36278
123,4111100,화성도시공사,031-8059-5417,2,07:10,22:20,201000432,동남아파트,40,"수원,화성",233000349,H131,13,일반형시내버스,55139,233002217,국민체육센터,06:20,21:30,160,2934
124,4111100,화성도시공사,031-8059-5417,2,07:10,21:50,201000588,수원역환승센터(2승강장),0,"수원,화성",233000369,H160,13,일반형시내버스,55681,233002708,화성의과학대학교,05:30,19:50,125,2981
125,4111100,화성도시공사,031-8059-5417,2,06:50,20:50,201000588,수원역환승센터(2승강장),0,"수원,화성",233000368,H161,13,일반형시내버스,55329,233003052,향남시외터미널,05:30,19:00,205,2981
126,4108600,화성여객,02-455-3114,2,06:40,21:00,233000978,한화.린스트라우스,60,화성,233000282,H23,13,일반형시내버스,36694,233001551,방교동일반산업단지,06:00,20:20,90,36466
127,4111100,화성도시공사,031-8059-5417,2,05:00,23:10,201000592,수원역환승센터(6승강장),20,"수원,화성",233000378,H404,13,일반형시내버스,60023,233000297,바이오단지종점,06:00,22:40,70,2985
128,4108600,화성여객,02-455-3114,2,07:10,23:20,233001435,화성시청,40,"수원,화성",233000275,H65,13,일반형시내버스,55518,233003122,동탄2차고지,05:00,21:10,70,36977
129,4108600,화성여객,02-455-3114,2,07:10,23:20,233002102,향남환승터미널,30,화성,233000277,H67,13,일반형시내버스,55518,233003122,동탄2차고지,05:00,21:10,50,37287
130,4100300,대원고속,02-455-2114,2,06:00,00:00,101000006,서울역버스환승센터(6번승강장)(중),5,"서울,화성",234001245,M4108,14,광역급행형시내버스,36678,233001448,나루마을.월드반도,05:00,22:50,35,
131,4108600,화성여객,02-455-3114,2,06:10,00:10,101000006,서울역버스환승센터(6번승강장)(중),5,"서울,화성",234001577,M4130,14,광역급행형시내버스,55528,233003132,호수자이파밀리에.아이원,05:00,23:00,30,
132,4108600,화성여객,02-455-3114,2,06:10,00:10,101000006,서울역버스환승센터(6번승강장)(중),5,"서울,화성",234001622,M4137,14,광역급행형시내버스,55505,233001754,아이파크.호수부영4차,05:00,23:00,25,
133,4100300,대원고속,02-455-2114,2,06:00,00:00,121000009,신분당선강남역(중),5,"서울,화성",234000995,M4403,14,광역급행형시내버스,36678,233001448,나루마을.월드반도,05:20,23:15,30,
134,4108600,화성여객,02-455-3114,2,06:00,23:55,121000009,신분당선강남역(중),40,"서울,화성",234001619,M4434,14,광역급행형시내버스,55528,233003132,호수자이파밀리에.아이원,05:20,23:10,60,
135,4108600,화성여객,02-455-3114,2,22:40,00:10,121000009,신분당선강남역(중),20,"서울,화성",233000332,M4448,14,광역급행형시내버스,55505,233001754,아이파크.호수부영4차,05:10,06:40,40,
136,4108600,화성여객,02-455-3114,2,06:20,23:50,121000009,신분당선강남역(중),35,"서울,오산,화성",233000354,M4449,14,광역급행형시내버스,24057,223000057,한신대입구사거리,05:10,22:40,50,
137,4100800,경진여객,031-295-7105,2,06:30,00:30,121000929,교대역,20,"서울,수원",200000279,M5443,14,광역급행형시내버스,2943,201000448,능실마을21단지.수원여대입구,05:30,23:30,40,90235
138,4100800,경진여객,031-295-7105,2,,,121000220,시민의숲.양재꽃시장,90,"서울,수원",200000295,M5443예약,14,광역급행형시내버스,2943,201000448,능실마을21단지.수원여대입구,06:20,07:50,0,90112
139,4100800,경진여객,031-295-7105,2,06:00,00:00,120000059,사당역4번출구,40,"서울,오산",223000127,M5532,14,광역급행형시내버스,,277102407,갈곶리삼거리(경유),05:00,22:50,50,
